"AZIENDA ULSS";"ID_Unita";"Provincia ";"Comune";"Categoria                
";"Tipologia";"Descrizione materiali";"A - Friabilita";" B - Uso pubblico";" C - Accessibilita";" D - Presenza di confinamento";" I1 - Quantita di materiale stimato (Kg)";"Peso stimato friabile (kg)";"Peso stimato compatto (kg)";" I2 -
Presenza di un programma di manutenzione e controllo ";" I3 - Attivita";" I4 - 
Presenza di cause che creano o favoriscono la dispersione di fibre";" I5 - Concentrazione di fibre aerodisperse (ff/l) ";" I6 - 
Area di estensione del sito (m2)";"? Effettiva area ricompresa nel perimetro del sito  (m2)";" I7 - 
Superficie esposta allaaria (m2)";" Effettiva superficie con amianto friabile  (m2)";" Effettiva superficie con amianto compatto (m2)";" I8 - Coinvolgimento del sito in lavori di urbanizzazione";" I9 - 
Stato di conservazione delle strutture edili";" I10 - 
Tempo trascorso dalla dismissione (anni)";"Data dismissione
(gg-mm-aaa)";" I11 - 
Tipologia di amianto presente";" I12 - 
Dati epidemiologici";" I13 - 
Frequenza di utilizzo";" I14 - 
Distanza dal centro urbano (m)";"Distanza dal centro urbano (km)";" I15 - 
Densita di popolazione ";" I16 - 
Eta media dei soggetti frequentatori (anni)";"Stato della bonifica ";"Tipo di intervento ";"Costi Totali stimati dell'intervento (a)";"Fondi locali/regionali assegnati (a)";"Stima dei fabbisogni finanziari (a)";"Classe di priorita";"Coefficiente di priorita";"Punteggio Mappatura";"Coordinate X (WGS84-UTM fuso 32)";"Coordinate Y (WGS84-UTM fuso 32)"
17;726;"PADOVA";"Conselve";2;"Edifici residenziali";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;680;10;1;1;2;3;;5;;40;1;5;;;;1;5;1;1;2;2;"A";;;;;2;0,8;477,60;"726869.3";"5011695.49"
17;727;"PADOVA";"Monselice";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,2;15;0;18105;1;1;1;2;5;;8;;1065;1;5;;;;1;20;1;4;2;2;"A";;;;;3;0,7;469,35;"713996.91";"5013707.82"
17;728;"PADOVA";"Casale di scodosia";2;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;16320;10;3;1;2;5;;8;;960;1;5;;;;1;5;1;3;2;2;"A";;;;;3;0,7;740,25;"694888.17";"5006872.85"
17;729;"PADOVA";"Merlara";2;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;;4505;10;1;1;2;5;;5;;265;1;5;;;;1;10;;;;2;"A";;;;;3;0,7;391,65;"691475.57";"5004113.67"
17;730;"PADOVA";"Merlara";2;"Impianti sportivi";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;5270;10;1;1;2;3;;5;;310;1;5;;;;1;10;1;;2;10;"A";;;;;2;0,8;633,60;"693082.03";"4999247.98"
17;731;"PADOVA";"Monselice";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;136000;1;1;1;2;9;;10;;8000;1;5;;;;1;20;1;;2;2;"A";;;;;3;0,7;532,35;"715948.77";"5014462.71"
17;732;"PADOVA";"Este";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;2057;1;1;1;2;3;;5;;121;1;5;;;;1;10;1;;2;2;"A";;;;;3;0,7;325,50;"707977.13";"5012494.46"
17;733;"PADOVA";"Va";2;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;5610;10;1;1;2;3;;5;;330;1;5;;;;1;5;3;1;4;2;"A";;;;;3;0,7;428,40;"706627.92";"5022795.56"
17;734;"PADOVA";"Merlara";2;"Casa di Riposo";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;1105;10;1;1;2;3;;5;;65;1;5;;;;1;5;3;1;4;2;"A";;;;;3;0,7;428,40;"691944.75";"5004390.64"
17;735;"PADOVA";"Montagnana";2;"Altro (edificio civile di proprieta delle'Ente)";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;6630;10;1;1;2;10;;5;;390;1;5;;;;1;5;0;0,5;4;2;"A";;;;;3;0,7;391,65;"698834.79";"5011330.61"
17;736;"PADOVA";"Conselve";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;25500;1;1;1;2;5;;8;;1500;1;5;;;1;1;20;3;1;4;2;"A";;;;;3;0,7;567,00;"724556.32";"5013319.19"
17;737;"PADOVA";"Galzignano T";2;"Strutture turistiche  ";"tubi,per il trasporto e lo stoccaggio di fluidi ad uso civile ed industriale";2;1;2,5;2,5;5;160;0;1;1;1;2;;;5;;;1;5;;;;1;5;3;1;4;2;"A";;;;;2;0,8;333,60;"715328.04";"5019984.68"
17;738;"PADOVA";"Galzignano T";2;"Strutture turistiche ";"Comignoli";1;1;1;2,5;5;0;50;1;1;5;2;3;;5;;3;1;5;;;;1;5;3;1;4;2;"A";;;;;3;0,7;263,55;"715328.04";"5019984.68"
17;739;"PADOVA";"Galzignano T";2;"Strutture turistiche ";"centrale idrica e reparto cure tubazioni";2;1;2,5;1;5;420;0;1;1;1;2;;;5;;;1;5;;;;1;10;3;1;4;2;"A";;;;;2;0,8;296,40;"715328.04";"5019984.68"
17;740;"PADOVA";"Galzignano T";2;"Strutture turistiche ";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;8506;1;1;1;2;3;;5;;500;1;5;;;;1;10;3;1;4;2;"A";;;;;2;0,8;522,00;"715328.04";"5019984.68"
17;741;"PADOVA";"Galzignano T";2;"Strutture turistiche";"centrale idrica e reparto cure tubazioni";2;1;2,5;1;5;350;0;1;1;1;2;;;5;;;1;5;;;;1;10;3;1;4;2;"A";;;;;2;0,8;296,40;"715328.04";"5019984.68"
17;742;"PADOVA";"Galzignano T";2;"Strutture turistiche";"serbatoio acqua termale";1;1;2,5;2,5;5;0;90;1;1;1;2;3;;5;;5;1;5;;;;1;10;3;1;4;2;"A";;;;;2;0,8;396,00;"715328.04";"5019984.68"
17;743;"PADOVA";"Bovolenta";2;"Edifici industriali e loro pertinenze";"Contosoffitto di magazzino";1;1;2,5;2,5;10;0;84320;1;1;1;2;5;;8;;4960;1;5;;;;1;20;3;1;2;2;"A";;;;;3;0,7;465,15;"265706.33";"5015112.48"
17;744;"PADOVA";"Vo";2;"Edifici artigianali e di servizio";"Guarnizione bruciatore caldaia";1;1;1;1;5;0,1;0;10;1;1;2;;;5;;;1;5;;;;1;5;0;0;4;2;"A";;;;;2;0,8;163,20;"-";"-"
17;745;"PADOVA";"Battaglia T";2;"Ex stab Inps";"rivestimenti di tubazioni";2;1;2,5;2,5;10;1000;0;10;3;1;;5;;;;;1;5;7;;;1;5;5;0;4;;;;;;;2;0,8;603,60;"718181.87";5019025
17;746;"PADOVA";"Battaglia T";2;"Ex stab Inps";"lastre piane di controsoffitto";1;1;2,5;2,5;10;0;;10;3;1;2;5;;8;;;1;5;7;;;1;5;5;0;4;;;;;;;2;0,8;1026,00;"718181.87";5019025
17;747;"PADOVA";"Conselve";2;"Ospedale Civile";"lastre di amianto piane o ondulate";1;1;2,5;2,5;5;0;1292;1;1;1;2;5;;5;;76;1;5;;;;1;5;5;0;4;2;"A";;;;;3;0,7;383,25;"725337.89";"5012867.79"
17;748;"PADOVA";"Monselice";2;"Ospedale Civile";"pavimenti in vinil amianto";1;2,5;2,5;2,5;10;0;1000;1;1;1;2;5;;5;;100;1;5;;;;1;20;5;0;4;2;"A";;;;;2;0,8;814,80;"716393.23";"5013001.71"
17;749;"PADOVA";"Monselice";2;"Ospedale Civile";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;2550;1;1;1;2;5;;5;;150;1;5;;;;1;20;5;0;4;2;"A";;;;;2;0,8;814,80;"716393.23";"5013001.71"
17;750;"PADOVA";"Este";2;"Ospedale Civile";"lastre di amianto piane o ondulate";1;1;5,5;2,5;10;0;4352;1;1;1;2;5;;5;;256;1;5;;;;1;20;5;0;4;2;"A";;;;;3;0,7;798,00;"707934.77";"5011744.04"
17;751;"PADOVA";"Este";2;"Ospedale Civile";"Tubazioni con rivestimento in amianto";2;1;2,5;2,5;10;1000;0;1;1;5;;5;;;;;1;5;;;;1;20;5;0;4;2;"A";;;;;2;0,8;210,80;"707934.77";"5011744.04"
17;752;"PADOVA";"Montagnana";2;"Ospedale Civile parte dismessa";"lastre in amianto piane o ondulate";1;1;2,5;2,5;10;0;6290;1;3;1;2;5;;5;;370;1;5;;;;1;20;5;0;4;2;"A";;;;;3;0,7;910,00;"707934.77";"5011744.04"
17;753;"PADOVA";"Montagnana";2;"Ospedale Civile parte dismessa";"Tubazioni con rivestimento in amianto";2;1;2,5;2,5;10;1000;0;1;1;5;;5;;;;;1;5;;;;1;20;5;0;4;2;"A";;;;;2;0,8;210,80;"707934.77";"5011744.04"
17;754;"PADOVA";"Due Carrare";2;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;1;2,5;10;0;8024;;1;1;2;3;;5;;472;1;5;;;1;1;20;1;1,5;2;2;"A";;;;;3;0,7;274,05;"724500.94";"5020329.25"
17;755;"PADOVA";"Megliadino San Fidenzio";2;"Edificio artigianale e di servizio";"lastre di amianto piane o ondulate";1;1;1;2,5;10;0;6630;;1;1;2;3;;5;;390;1;5;;;1;1;20;3;1;2;2;"A";;;;;3;0,7;303,45;"697410.84";"5010241.81"
17;756;"PADOVA";"Battaglia T";2;"altro (sottocentrale)";"na 2 canaline per cavi";1;1;2,5;2,5;5;;10;1;1;1;2;3;;5;;1;1;5;;;1;1;5;3;1;2;2;"A";;;;;3;0,7;270,90;"718193.48";"5018826.52"
17;757;"PADOVA";"Pozzonovo";2;"altro (sottocentrale)";"na 4 canaline per cavi";1;1;2,5;2,5;5;;10;1;1;1;2;3;;5;;1;1;5;;;1;1;5;3;1;2;2;"A";;;;;3;0,7;270,90;"718633.1";"5008817.9"
17;758;"PADOVA";"San Pietro Viminario";2;"altro (sottocentrale)";"na 1 canna fumaria gruppo elettrogeno";1;1;2,5;2,5;5;;20;1;1;1;2;3;;5;;5;1;5;;;1;1;5;3;1;2;2;"A";;;;;3;0,7;270,90;"719167.77";"5015446.66"
17;759;"PADOVA";"Conselve";2;"Impianti sportivi";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;510;1;1;1;2;3;;5;;30;1;5;;;1;1;10;3;1;2;10;"A";;;;;2;0,8;552,00;"725841.05";"5013339.03"
17;760;"PADOVA";"Urbana";1;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;21097;10;1;1;2;5;;8;;1241;1;5;;;1;1;20;1;1,5;2;2;"A";;;;;3;0,7;559,65;"692294.05";"5005847.01"
17;761;"PADOVA";"Este";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;8005;1;1;1;2;5;;8;;550;1;5;;;1;1;20;1;3;2;2;"A";;;;;3;0,7;441,00;"710729.89";"5011338.4"
17;762;"PADOVA";"Ponso ";2;"Edifici artigianali e di servizio";"guarnizioni bruciatore";2;1;1;1;5;0,1;0;1;1;1;2;3;;5;0,1;0;1;5;;;1;1;5;5;0,5;4;2;"A";;;;;2;0,8;244,80;"703002.35";"5009404.06"
17;763;"PADOVA";"Ponso ";2;"Edifici arttigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;5;;1360;1;1;1;2;3;;5;;80;1;5;;;1;1;10;5;0,5;4;2;"A";;;;;3;0,7;410,55;"703002.35";"5009404.06"
17;764;"PADOVA";"Sant'Urbano";2;"Edifici artigianali e di servizio";"guarnizioni bruciatore";2;1;1;1;5;0,1;0;1;1;1;2;3;;5;0,1;0;1;5;;;1;1;5;5;0,5;4;2;"A";;;;;2;0,8;244,80;"706068.4";"4998890.72"
17;765;"PADOVA";"Bagnoli di Sopra";2;"Ufficio postale";"lastre piane";1;2,5;2,5;2,5;10;;3400;1;1;1;2;3;;5;;200;1;5;;;1;1;20;5;0,5;4;2;"A";;;;;2;0,8;804,00;"726571.46";"5007937.15"
17;766;"PADOVA";"Baone";2;"Ufficio postale";"lastre piane";1;2,5;2,5;2,5;10;;3400;1;1;1;2;3;;5;;200;1;5;;;1;1;20;5;0,5;4;2;"A";;;;;2;0,8;804,00;"706361.96";"5018606.02"
17;767;"PADOVA";"Urbana";2;"Ufficio postale";"lastre piane";1;2,5;2,5;2,5;10;;3400;1;1;1;2;3;;5;;200;1;5;;;1;1;20;5;0,5;4;2;"A";;;;;2;0,8;804,00;"693866.26";"5006731.27"
17;768;"PADOVA";"Stanghella";2;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";2;1;2,5;2,5;15;0;10200;10;1;1;2;3;;5;;600;1;5;;;;1;10;3;1;4;2;"A";;;;;3;0,7;547,05;"716719.9";"5001556.94"
17;769;"PADOVA";"Stanghella";2;"Edifici artigianali e di servizio";"copertura lastre di amianto piane o ondulate ";1;1;2,5;2,5;5;0;153;10;1;1;2;3;;5;;9;1;5;;;1;1;5;5;0,5;4;2;"A";;;;;3;0,7;439,95;"716728.86";"5001628.87"
17;770;"PADOVA";"Casale di Scodosia";2;"Edifici artigianali di servizio";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;19125;10;1;1;2;5;;8;;1125;1;5;;;1;1;10;3;1;2;10;"A";;;;;2;0,8;800,40;"693752.95";"5006808.87"
17;771;"PADOVA";"Casale di Scodosia";2;"Uffici pubblica amministrazione";"pavimenti in vinil amianto";1;2,5;2,5;2,5;15;0;16820;1;1;1;2;5;;8;;1682;1;5;;;1;1;20;5;0,5;4;10;"A";;;;;2;0,8;1012,80;"693752.95";"5006808.87"
17;772;"PADOVA";"Piacenza D'Adige";2;"Uffici pubblica amministrazione";"lastre di amianto piane o ondulate";1;1;1;2,5;5;0;306;1;1;1;2;3;;5;;19;1;5;1;2012;1;1;5;5;0;4;2;"A";;;;;4;0,3;135,00;"700043.5";"5001460.5"
17;773;"PADOVA";"Piacenza D'Adige";2;"Luogo di culto e struttura cimiteriale";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;6800;1;1;1;2;3;;5;;400;1;5;;;1;1;20;1;1,5;2;2;"A";;;;;2;0,8;588,00;"700006.26";"5000447.31"
17;774;"PADOVA";"Bagnoli di Sopra";2;"Edifici artigianali e di servizio";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;2550;1;1;1;2;3;;5;;150;1;5;;;1;1;10;3;1;2;2;"A";;;;;3;0,7;360,15;"726315.2";"5007556.97"
17;775;"PADOVA";"Agna";2;"Impianti sportivi";"lastre di amianto piane o ondulate";1;1;2,5;2,5;5;0;323;1;1;1;2;3;;5;;19;1;5;;;1;1;5;1;1,5;2;10;"A";;;;;3;0,7;300,30;"730064.05";"5011175.14"
17;776;"PADOVA";"Agna";2;"Impianti sportivi";"pavimenti in vinil amianto";1;2,5;2,5;2,5;10;0;8000;1;1;1;2;5;;8;;800;1;5;;;1;1;20;1;1,5;2;10;"A";;;;;2;0,8;736,80;"730064.05";"5011175.14"
17;777;"PADOVA";"Masi";2;"Luogo di culto e struttura cimiteriale";"lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;340;1;1;1;2;3;;5;;20;1;5;;;1;1;20;1;1,5;2;2;"A";;;;;2;0,8;528,00;"721154.92";"4963893.9"
17;778;"PADOVA";"Merlara";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;15;0;18785;10;1;1;2;5;;8;;1105;1;5;;;1;1;20;3;1;2;2;"A";;;;;3;0,7;589,05;"692024.25";"5005008.43"
17;779;"PADOVA";"Merlara";1;"Edifici industriali e loro pertinenze";"lastre di amianto piane o ondulate";1;1;2,5;2,5;10;;5440;10;1;1;2;3;;5;;320;1;5;;;1;1;10;3;1;2;2;"A";;;;;3;0,7;426,30;"692024.25";"5005008.43"
17;780;"PADOVA";"GALZIGNANO TERME";2;"Scuole di ogni ordine e grado";"pavimento in linoleum";1;2,5;2,5;2,5;10;0;4900;1;1;1;2;5;1400;8;0;1400;1;5;1;;1;1;20;5;0;4;10;"A";"C";175000;0;0;2;0,8;961,2;713743,191;5020906,329
17;781;"PADOVA";"MONSELICE";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;5000;10;1;1;2;9;1300;8;0;0;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1070,4;715619,003;5013649,668
17;782;"PADOVA";"ESTE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;9010;10;1;1;2;5;530;8;0;530;1;30;1;;1;1;20;3;1;2;10;"A";;0;0;0;2;0,8;1168,8;706620,736;5011043,74
17;783;"PADOVA";"CONSELVE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;4500;10;1;1;2;5;250;5;0;250;1;5;1;;1;1;20;3;1000;2;10;"A";"C";0;0;0;2;0,8;832,8;725540,037;5013176,977
17;784;"PADOVA";"SAN PIETRO VIMINARIO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;10;0;8000;10;1;1;2;3;450;5;0;450;1;5;1;;3;1;20;5;0;4;10;"A";;0;0;0;5;0,3;318,15;721256,128;5014234,128
17;785;"PADOVA";"PIACENZA D'ADIGE";2;"Luoghi di culto e strutture cimiteriali";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;7000;10;1;1;2;5;4000;5;0;400;1;5;1;;1;1;5;5;0;4;2;"A";;0;0;0;2;0,8;724,8;700211,515;5000413,78
17;786;"PADOVA";"PIACENZA D'ADIGE";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;5;0;250;10;3;1;2;3;230;5;0;18;1;5;1;29-05-2012;1;1;5;5;0;4;2;"A";;0;0;0;3;0,7;740,25;700310,104;5000260,318
17;787;"PADOVA";"SOLESINO";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;1400;10;1;1;2;3;370;5;0;80;1;5;1;;3;1;20;5;0;4;2;"A";"C";10000;0;0;2;0,8;900;757019,954;5050057,284
17;788;"PADOVA";"SOLESINO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;2650;10;1;1;2;3;320;5;0;155;1;5;1;;1;1;10;1;1;2;2;"A";"C";15000;0;0;3;0,7;401,1;740418,515;5036506,716
17;789;"PADOVA";"SOLESINO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;7300;10;1;1;2;3;480;5;0;430;1;5;1;;1;1;10;5;0;4;2;"A";"A";10000;0;0;3;0,7;533,4;699042,695;5051734,691
17;790;"PADOVA";"CONSELVE";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;2,5;5;0;0;10;1;1;2;5;1700;5;0;2;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;940,8;685733,822;5012671,708
17;791;"PADOVA";"CONSELVE";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;2,5;5;0;0;10;1;1;2;5;0;5;0;2;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;940,8;719189,298;5035844,968
17;792;"PADOVA";"CONSELVE";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;1200;10;1;5;2;9;0;5;0;72;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1082,4;689538,986;5041150,432
18;793;"ROVIGO";"ROVIGO";1;"Edifici industriali e loro pertinenze";"lastre di amianto, tubi e canalizzazioni ad uso industriale, guarnizioni";2;1;1;2,5;15;106;207000;1;3;1;;9;12116;10;506;12360;2;30;28;1985;1;10;20;5;0,5;2;;"B";"B";"dato sconosciuto";"dato sconosciuto";"dato sconosciuto";4;0,4;442,20;"718630.12";"4996304.49"
18;794;"ROVIGO";"BAGNOLO DI PO'";1;"Fornace dismessa";"lastre di amianto,canalizzazioni, guarnizioni";2;1;1;1;15;10;70000;10;3;1;;5;15000;8;1000;4000;2;30;32;1981;1;1;20;1;2;2;;"B";"B";"dato sconosciuto";"dato sconosciuto";"dato sconosciuto";5;0,3;269,10;"697049.21";"4987747.01"
18;795;"ROVIGO";"ROVIGO";2;"ospedale";"lastre di amianto, tubi e canalizzazioni ad uso industriale, guarnizioni";2;1;1;2,5;10;;;10;3;1;;3;;5;;;2;30;13;2000;1;1;20;5;0;4;;"B";"A/B/C";"dato sconosciuto";"dato sconosciuto";"dato sconosciuto";4;0,4;377,40;"719741.69";"4995312.98"
18;796;"ROVIGO";"ROVIGO";2;"banca";"guarnizione bruciatore";2;2;1;1;5;"2 kg";;1;1;1;;3;5;5;0,5;"O";2;5;0;;1;1;5;5;0;4;2;"A";;"dato sconosciuto";"dato sconosciuto";"dato sconosciuto";5;0,3;42,60;"280811.53";"4989611.89"
18;797;"ROVIGO";"ROVIGO";1;"Panificio";"guarnizione sulla bocca del forno";2;1;1;2,5;5;"4 kg";;10;3;1;;3;2;5;;;1;5;9;2004;1;1;20;5;0;4;2;"B";"B";"dato sconosciuto";"dato sconosciuto";"dato sconosciuto";5;0,3;213,30;"268227.95";"4992731.87"
18;798;"ROVIGO";"BOSARO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;5;0;500;10;1;1;2;9;12040;5;0;30;1;5;1;;1;1;20;5;0;4;10;"A";"C";0;0;0;2;0,8;974,4;718054,955;4986627,473
18;799;"ROVIGO";"SAN MARTINO DI VENEZZE";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;4675;10;1;1;2;3;275;5;0;275;1;5;1;;1;1;20;5;0;4;2;"A";"C";0;0;0;3;0,7;606,9;725402,986;5001556,063
18;800;"ROVIGO";"BADIA POLESINE";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;1;2,5;10;0;5500;10;3;1;2;9;;5;0;300;3;5;3;31-12-2003;1;1;5;5;0;4;10;"A";"B";0;0;0;4;0,4;604;696667,579;4996302,612
18;801;"ROVIGO";"STIENTA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;5000;10;1;1;2;9;25000;5;0;300;1;5;1;;1;1;10;5;0;4;10;"B";"B";0;0;0;2;0,8;914,4;700361,257;4979848,355
18;802;"ROVIGO";"CRESPINO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;8500;10;1;1;2;5;4000;8;0;500;1;5;1;;1;1;20;5;0;4;10;"B";;0;0;0;2;0,8;1036,8;727690,132;4985103,141
18;803;"ROVIGO";"CRESPINO";2;"Biblioteche";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;8500;10;1;1;2;5;4000;8;0;500;1;5;1;;1;1;10;5;0;4;2;"A";;0;0;0;2;0,8;820,8;727673,241;4985100,87
18;804;"ROVIGO";"ROVIGO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;27500;10;1;1;2;9;34461;8;0;1620;1;5;1;;1;1;20;1;1;2;10;"A";"C";10200;0;0;2;0,8;914,4;722664,837;4990774,012
18;805;"ROVIGO";"ROVIGO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;23800;1;1;1;2;9;13050;8;0;1400;1;30;1;;1;1;20;5;0;4;10;"B";"C";85000;0;0;2;0,8;1354,8;719857,787;4995762,684
18;806;"ROVIGO";"ROVIGO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;11730;10;1;1;2;5;4130;8;0;690;1;30;1;;1;1;20;5;0;4;10;"A";"C";100000;0;0;2;0,8;1396,8;720125,992;4994314,177
18;807;"ROVIGO";"ROVIGO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;40120;10;1;1;2;9;7053;8;0;2360;1;5;1;;1;1;20;5;0;4;10;"A";"C";150000;0;0;2;0,8;1130,4;719897,477;4994075,385
18;808;"ROVIGO";"ROVIGO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;11900;1;1;1;2;9;19845;8;0;700;1;30;1;;1;1;20;5;0;4;10;"A";"C";60000;0;0;2;0,8;1354,8;719721,404;4995597,926
18;809;"ROVIGO";"ROVIGO";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;23800;1;1;1;2;5;1895;8;0;1400;1;5;1;;1;1;20;5;0;4;2;"A";"C";150000;0;0;2;0,8;865,2;719398,166;4995067,707
18;810;"ROVIGO";"BADIA POLESINE";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;20400;10;1;1;2;9;13690;8;0;1200;1;5;1;;1;1;20;5;0;4;10;"B";"C";130000;0;0;2;0,8;1130,4;695810,384;4997075,99
18;811;"ROVIGO";"CASTELGUGLIELMO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate; Tetto in fibrocemento";1;2,5;2,5;2,5;15;0;13770;1;1;1;2;5;810;8;0;810;1;5;1;;1;1;20;5;0;4;10;"A";"C";212000;0;0;2;0,8;1021,2;700053,254;4989130,494
18;812;"ROVIGO";"POLESELLA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;1;10;0;6000;10;1;1;2;3;340;5;0;340;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;5;0,3;316,35;717622,24;4982481,242
18;813;"ROVIGO";"POLESELLA";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;10200;10;1;1;2;5;600;8;0;600;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1096,8;716409,419;4982323,609
18;814;"ROVIGO";"POLESELLA";2;"Uffici pubblica amministrazione";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;6800;10;1;1;2;3;400;5;0;400;1;5;1;;1;1;20;5;0;4;2;"A";;0;0;0;3;0,7;606,9;717614,827;4982599,212
18;815;"ROVIGO";"COSTA DI ROVIGO";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;2,5;2,5;1;5;1;30;10;1;1;2;5;3600;8;31;480;1;5;1;;3;1;20;5;0;4;10;"A";;10000;0;0;5;0,3;330,75;712316,872;4991665,348
18;816;"ROVIGO";"COSTA DI ROVIGO";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;1;5;0;90;10;1;1;2;5;2352;5;0;40;1;5;1;;3;1;20;5;0;4;10;"A";;2000;0;0;5;0,3;306;712323,622;4991663,905
18;817;"ROVIGO";"TRECENTA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate; Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";1;2,5;2,5;2,5;10;0;1080;10;1;1;2;9;11269;5;0;60;1;5;1;;1;1;20;5;0;4;10;"A";"C";10000;0;0;2;0,8;1034,4;693803,179;4989573,136
